.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif,y.position,xmin,xmax,fold_change,condition
IGHV1-3,CS,Sepsis,20,14,0.4965815890258821,0.6194841389194085,0.7723687798877239,ns,0.09766666666666665,3,6,0.8328719868921639,CS vs Sepsis-IGHV1-3
IGHV1-3,CC,CComm,18,12,0.426990460531701,0.6693862759026941,0.7723687798877239,ns,0.10363999999999998,4,5,0.9259445346345448,CC vs CComm-IGHV1-3
IGHV1-3,CC,Sepsis,18,14,-0.6329972368006724,0.5267354474323183,0.7569272627770415,ns,0.10961333333333331,4,6,1.1157410554703677,CC vs Sepsis-IGHV1-3
IGHV1-3,CComm,Sepsis,12,14,-0.9778838586668865,0.328131769274211,0.703139505587595,ns,0.11857333333333331,5,6,1.204976123014466,CComm vs Sepsis-IGHV1-3
IGHV1-45,HV,CM,10,12,1.288177447298835,0.19768420070436746,0.46689790131983194,ns,0.01344,1,2,0,HV vs CM-IGHV1-45
IGHV1-45,HV,CS,10,20,1.964375794918747,0.049486527732224,0.308766293988882,ns,0.014933333333333333,1,3,0,HV vs CS-IGHV1-45
IGHV1-45,HV,CC,10,18,0.3901533038183456,0.6964231889858183,0.8035652180605596,ns,0.016426666666666666,1,4,0,HV vs CC-IGHV1-45
IGHV1-45,HV,CComm,10,12,1.2321697321988865,0.21788568728258825,0.46689790131983194,ns,0.01792,1,5,0,HV vs CComm-IGHV1-45
IGHV1-45,HV,Sepsis,10,14,0,1,1,ns,0.020906666666666664,1,6,NA,HV vs Sepsis-IGHV1-45
IGHV1-45,CM,CS,12,20,0.5730132180137486,0.5666357442698615,0.7726851058225384,ns,0.023893333333333332,2,3,0.7079959568347681,CM vs CS-IGHV1-45
IGHV1-45,CM,CC,12,18,-1.0671037631356919,0.28592498273004396,0.5266311680717717,ns,0.025386666666666665,2,4,11.352176505664879,CM vs CC-IGHV1-45
IGHV1-45,CM,CComm,12,12,-0.05874138716261906,0.9531580940447902,1,ns,0.026879999999999998,2,5,1.4477976026363124,CM vs CComm-IGHV1-45
IGHV1-45,CM,Sepsis,12,14,-1.402052821627353,0.160899473841627,0.46689790131983194,ns,0.029866666666666663,2,6,Inf,CM vs Sepsis-IGHV1-45
IGHV1-45,CS,CC,20,18,-1.868063224487598,0.0617532587977764,0.308766293988882,ns,0.03285333333333333,3,4,16.034239173366135,CS vs CC-IGHV1-45
IGHV1-45,CS,CComm,20,12,-0.6386880854078735,0.5230258651578699,0.7726851058225384,ns,0.034346666666666664,3,5,2.0449235460453328,CS vs CComm-IGHV1-45
IGHV1-45,CS,Sepsis,20,14,-2.1832816306290197,0.02901507646459008,0.308766293988882,ns,0.03733333333333333,3,6,Inf,CS vs Sepsis-IGHV1-45
IGHV1-45,CC,CComm,18,12,1.00275579751947,0.315978700843063,0.5266311680717717,ns,0.040319999999999995,4,5,0.12753480373687312,CC vs CComm-IGHV1-45
IGHV1-45,CC,Sepsis,18,14,-0.43182057684697434,0.6658718230446495,0.8035652180605596,ns,0.04330666666666666,4,6,Inf,CC vs Sepsis-IGHV1-45
IGHV1-45,CComm,Sepsis,12,14,-1.3410940032957297,0.1798899340410247,0.46689790131983194,ns,0.04778666666666666,5,6,Inf,CComm vs Sepsis-IGHV1-45
IGHV1-46,HV,CM,10,12,0.44118092444101,0.6590820218261313,0.9484683029893798,ns,0.0738,1,2,0.9297674522911341,HV vs CM-IGHV1-46
IGHV1-46,HV,CS,10,20,0.06463037062866465,0.9484683029893798,0.9484683029893798,ns,0.07877777777777778,1,3,1.0118146817515181,HV vs CS-IGHV1-46
IGHV1-46,HV,CC,10,18,0.7384594235599397,0.46023531576949633,0.9484683029893798,ns,0.08375555555555556,1,4,0.8548611484270048,HV vs CC-IGHV1-46
IGHV1-46,HV,CComm,10,12,0.31646546876863996,0.7516492312681143,0.9484683029893798,ns,0.08873333333333334,1,5,0.9720534915843009,HV vs CComm-IGHV1-46
IGHV1-46,HV,Sepsis,10,14,0.5955796987595731,0.5514560421325274,0.9484683029893798,ns,0.0986888888888889,1,6,0.7498854678818843,HV vs Sepsis-IGHV1-46
IGHV1-46,CM,CS,12,20,-0.4487796302197028,0.6535906344416598,0.9484683029893798,ns,0.10864444444444446,2,3,1.088244893126989,CM vs CS-IGHV1-46
IGHV1-46,CM,CC,12,18,0.2746337034388965,0.7835976700025302,0.9484683029893798,ns,0.11362222222222224,2,4,0.919435441970414,CM vs CC-IGHV1-46
IGHV1-46,CM,CComm,12,12,-0.13080267341275398,0.8959314080914009,0.9484683029893798,ns,0.11860000000000001,2,5,1.045480231846109,CM vs CComm-IGHV1-46
IGHV1-46,CM,Sepsis,12,14,0.14664805583053217,0.8834098206310093,0.9484683029893798,ns,0.1285555555555556,2,6,0.8065301339964263,CM vs Sepsis-IGHV1-46
IGHV1-46,CS,CC,20,18,0.8194112241289067,0.41255183324987543,0.9484683029893798,ns,0.13851111111111114,3,4,0.8448791699159609,CS vs CC-IGHV1-46
IGHV1-46,CS,CComm,20,12,0.30253779552489163,0.7622421258168702,0.9484683029893798,ns,0.14348888888888892,3,5,0.9607030903145347,CS vs CComm-IGHV1-46
IGHV1-46,CS,Sepsis,20,14,0.6358214895965247,0.5248927791745397,0.9484683029893798,ns,0.15344444444444447,3,6,0.7411292615202845,CS vs Sepsis-IGHV1-46
IGHV1-46,CC,CComm,18,12,-0.4179208530591897,0.6760049855014215,0.9484683029893798,ns,0.16340000000000002,4,5,1.1370893312591606,CC vs CComm-IGHV1-46
IGHV1-46,CC,Sepsis,18,14,-0.12532373193202878,0.9002672649314426,0.9484683029893798,ns,0.1733555555555556,4,6,0.8772014838453216,CC vs Sepsis-IGHV1-46
IGHV1-46,CComm,Sepsis,12,14,0.2823884050290409,0.7776457048151129,0.9484683029893798,ns,0.18828888888888892,5,6,0.7714446523510592,CComm vs Sepsis-IGHV1-46
IGHV1-58,HV,CM,10,12,-0.8558279501238426,0.39209295267426625,0.6534882544571105,ns,0.07396,1,2,1.6768447845419756,HV vs CM-IGHV1-58
IGHV1-58,HV,CS,10,20,0.3840111712198184,0.7009701676942295,0.865061712437387,ns,0.08117777777777778,1,3,0.7771276154959108,HV vs CS-IGHV1-58
IGHV1-58,HV,CC,10,18,-1.091719401948425,0.27495645453794354,0.5891924025813076,ns,0.08839555555555555,1,4,1.4021889099142288,HV vs CC-IGHV1-58
IGHV1-58,HV,CComm,10,12,0.07529990478856877,0.9399760972367679,0.9399760972367679,ns,0.09561333333333333,1,5,1.1030252753728604,HV vs CComm-IGHV1-58
IGHV1-58,HV,Sepsis,10,14,-1.4777472161264726,0.13947545131297756,0.47486425981998764,ns,0.11004888888888889,1,6,0.7182446279441848,HV vs Sepsis-IGHV1-58
IGHV1-58,CM,CS,12,20,1.4108525810709458,0.15828808660666255,0.47486425981998764,ns,0.12448444444444444,2,3,0.4634463622750752,CM vs CS-IGHV1-58
IGHV1-58,CM,CC,12,18,-0.17209576077895103,0.8633622454517641,0.9250309772697473,ns,0.13170222222222222,2,4,0.8362067394909375,CM vs CC-IGHV1-58
IGHV1-58,CM,CComm,12,12,0.9765751330098303,0.32877953497767215,0.6164616280831353,ns,0.13892,2,5,0.6577980774017482,CM vs CComm-IGHV1-58
IGHV1-58,CM,Sepsis,12,14,-0.6238005905753512,0.5327585517534943,0.7991378276302414,ns,0.15335555555555555,2,6,0.42833101463256235,CM vs Sepsis-IGHV1-58
IGHV1-58,CS,CC,20,18,-1.7830687878729299,0.07457510649995794,0.47486425981998764,ns,0.1677911111111111,3,4,1.8043225873776805,CS vs CC-IGHV1-58
IGHV1-58,CS,CComm,20,12,-0.3190083897980063,0.7497201507790688,0.865061712437387,ns,0.17500888888888888,3,5,1.419361831156886,CS vs CComm-IGHV1-58
IGHV1-58,CS,Sepsis,20,14,-2.182629884756281,0.029063077160752425,0.4359461574112864,ns,0.18944444444444442,3,6,0.9242299638082597,CS vs Sepsis-IGHV1-58
IGHV1-58,CC,CComm,18,12,1.241880219675135,0.21428075920578207,0.5357018980144552,ns,0.20387999999999998,4,5,0.7866452712426115,CC vs CComm-IGHV1-58
IGHV1-58,CC,Sepsis,18,14,-0.5086751508047995,0.6109799429898939,0.8331544677134916,ns,0.21831555555555554,4,6,0.5122310003065987,CC vs Sepsis-IGHV1-58
IGHV1-58,CComm,Sepsis,12,14,-1.637240500591816,0.10158022764109721,0.47486425981998764,ns,0.23996888888888887,5,6,0.6511588120239524,CComm vs Sepsis-IGHV1-58
IGHV1-69,HV,CM,10,12,-0.4996247951799168,0.617339295444138,0.7936905374882511,ns,0.20312,1,2,1.089086269471743,HV vs CM-IGHV1-69
IGHV1-69,HV,CS,10,20,-0.5919946455218702,0.5538541739427237,0.7936905374882511,ns,0.21568888888888887,1,3,1.198510546431014,HV vs CS-IGHV1-69
IGHV1-69,HV,CC,10,18,-1.4576899455826076,0.1449260245598196,0.7936905374882511,ns,0.22825777777777778,1,4,1.2055996324456304,HV vs CC-IGHV1-69
IGHV1-69,HV,CComm,10,12,-0.9517033930026191,0.34124742812558745,0.7936905374882511,ns,0.24082666666666666,1,5,1.2813921954343868,HV vs CComm-IGHV1-69
IGHV1-69,HV,Sepsis,10,14,-1.3659190051506747,0.1719643868286801,0.7936905374882511,ns,0.26596444444444445,1,6,1.0581941038559946,HV vs Sepsis-IGHV1-69
IGHV1-69,CM,CS,12,20,-0.04204313908435257,0.9664643084853279,0.9790079612850741,ns,0.2911022222222222,2,3,1.1004734703085979,CM vs CS-IGHV1-69
IGHV1-69,CM,CC,12,18,-0.9686488467253895,0.332720422976332,0.7936905374882511,ns,0.3036711111111111,2,4,1.1069826755142196,CM vs CC-IGHV1-69
IGHV1-69,CM,CComm,12,12,-0.47414403346480566,0.635397200029919,0.7936905374882511,ns,0.31623999999999997,2,5,1.1765754755644116,CM vs CComm-IGHV1-69
IGHV1-69,CM,Sepsis,12,14,-0.893796444287879,0.3714308119964116,0.7936905374882511,ns,0.3413777777777778,2,6,0.9716347855246282,CM vs Sepsis-IGHV1-69
IGHV1-69,CS,CC,20,18,-1.0638640211229802,0.28739030389730374,0.7936905374882511,ns,0.36651555555555554,3,4,1.005914913336163,CS vs CC-IGHV1-69
IGHV1-69,CS,CComm,20,12,-0.4880660058922677,0.6255030887198161,0.7936905374882511,ns,0.37908444444444445,3,5,1.0691538754082575,CS vs CComm-IGHV1-69
IGHV1-69,CS,Sepsis,20,14,-0.964988354007983,0.33455064497182146,0.7936905374882511,ns,0.4042222222222222,3,6,0.8829243155240803,CS vs Sepsis-IGHV1-69
IGHV1-69,CC,CComm,18,12,0.4492500814550728,0.6532512634841672,0.7936905374882511,ns,0.42935999999999996,4,5,1.0628671085731891,CC vs CComm-IGHV1-69
IGHV1-69,CC,Sepsis,18,14,0.026312654863749296,0.9790079612850741,0.9790079612850741,ns,0.4544977777777778,4,6,0.8777326032435702,CC vs Sepsis-IGHV1-69
IGHV1-69,CComm,Sepsis,12,14,-0.40175392716126335,0.6878651324898177,0.7936905374882511,ns,0.49220444444444444,5,6,0.8258159427116465,CComm vs Sepsis-IGHV1-69
IGHV1-69-2,HV,CM,10,12,0.8762468223307258,0.380895867313284,0.6868723813036015,ns,0.02864,1,2,0.6428717219348216,HV vs CM-IGHV1-69-2
IGHV1-69-2,HV,CS,10,20,0.6145806563346445,0.5388316922701604,0.6868723813036015,ns,0.031377777777777775,1,3,0.8785975453485426,HV vs CS-IGHV1-69-2
IGHV1-69-2,HV,CC,10,18,-0.5985126736072379,0.5494979050428812,0.6868723813036015,ns,0.03411555555555555,1,4,0.6360401827633724,HV vs CC-IGHV1-69-2
IGHV1-69-2,HV,CComm,10,12,-0.7697961397528642,0.44142082993622234,0.6868723813036015,ns,0.036853333333333335,1,5,2.5959531365246953,HV vs CComm-IGHV1-69-2
IGHV1-69-2,HV,Sepsis,10,14,-1.1593857086339006,0.24629899950994838,0.5277835703784608,ns,0.04232888888888889,1,6,1.648472521060226,HV vs Sepsis-IGHV1-69-2
IGHV1-69-2,CM,CS,12,20,-0.37562925171834993,0.7071925409820846,0.7577062939093764,ns,0.04780444444444444,2,3,1.3666762985067502,CM vs CS-IGHV1-69-2
IGHV1-69-2,CM,CC,12,18,-1.6401372292957959,0.10097663714301569,0.3601761334300335,ns,0.05054222222222222,2,4,0.9893734022848469,CM vs CC-IGHV1-69-2
IGHV1-69-2,CM,CComm,12,12,-1.7263844231014749,0.08427827625075746,0.3601761334300335,ns,0.053279999999999994,2,5,4.038057746126668,CM vs CComm-IGHV1-69-2
IGHV1-69-2,CM,Sepsis,12,14,-2.1739256132373193,0.029710722128411908,0.2950421524899981,ns,0.05875555555555555,2,6,2.5642324352032375,CM vs Sepsis-IGHV1-69-2
IGHV1-69-2,CS,CC,20,18,-1.4591955974472777,0.14451128020787518,0.36127820051968795,ns,0.0642311111111111,3,4,0.7239266557602925,CS vs CC-IGHV1-69-2
IGHV1-69-2,CS,CComm,20,12,-1.554527210957478,0.12005871114334452,0.3601761334300335,ns,0.06696888888888888,3,5,2.954655576114627,CS vs CComm-IGHV1-69-2
IGHV1-69-2,CS,Sepsis,20,14,-2.0606237026713754,0.03933895366533308,0.2950421524899981,ns,0.07244444444444444,3,6,1.8762544122591092,CS vs Sepsis-IGHV1-69-2
IGHV1-69-2,CC,CComm,18,12,-0.25102215362064517,0.8017969813295354,0.8017969813295354,ns,0.07791999999999999,4,5,4.081429455048243,CC vs CComm-IGHV1-69-2
IGHV1-69-2,CC,Sepsis,18,14,-0.6846523224344582,0.4935633416358213,0.6868723813036015,ns,0.08339555555555554,4,6,2.591774176748061,CC vs Sepsis-IGHV1-69-2
IGHV1-69-2,CComm,Sepsis,12,14,-0.38237182975164674,0.7021855823586993,0.7577062939093764,ns,0.09160888888888888,5,6,0.6350162866449511,CComm vs Sepsis-IGHV1-69-2
IGHV1-8,HV,CM,10,12,-0.018507600784113166,0.9852339140560683,0.996585362559514,ns,0.08484,1,2,1.047129275382052,HV vs CM-IGHV1-8
IGHV1-8,HV,CS,10,20,-0.31758910177828037,0.7507966419944692,0.996585362559514,ns,0.09193333333333333,1,3,1.1497121980626486,HV vs CS-IGHV1-8
IGHV1-8,HV,CC,10,18,0.04833782160853842,0.9614470124850287,0.996585362559514,ns,0.09902666666666667,1,4,0.6704021097541011,HV vs CC-IGHV1-8
IGHV1-8,HV,CComm,10,12,1.8885799582745422,0.058948134583324166,0.1768444037499725,ns,0.10611999999999999,1,5,0.4041819087725428,HV vs CComm-IGHV1-8
IGHV1-8,HV,Sepsis,10,14,-0.004279626441636189,0.996585362559514,0.996585362559514,ns,0.12030666666666665,1,6,0.9143760217568323,HV vs Sepsis-IGHV1-8
IGHV1-8,CM,CS,12,20,-0.3151520256489688,0.7526462288095787,0.996585362559514,ns,0.1344933333333333,2,3,1.0979658625656974,CM vs CS-IGHV1-8
IGHV1-8,CM,CC,12,18,0.07241955638620962,0.9422680219106839,0.996585362559514,ns,0.14158666666666664,2,4,0.6402285997681617,CM vs CC-IGHV1-8
IGHV1-8,CM,CComm,12,12,2.0001703061759346,0.04548187703793687,0.17055703889226329,ns,0.14867999999999998,2,5,0.3859904581743972,CM vs CComm-IGHV1-8
IGHV1-8,CM,Sepsis,12,14,0.015639502876146443,0.9875219907930327,0.996585362559514,ns,0.16286666666666663,2,6,0.8732217150773635,CM vs Sepsis-IGHV1-8
IGHV1-8,CS,CC,20,18,0.43727122723147915,0.6619146594253414,0.996585362559514,ns,0.17705333333333328,3,4,0.583104285475773,CS vs CC-IGHV1-8
IGHV1-8,CS,CComm,20,12,2.5514104112419473,0.010728790331471231,0.16093185497206847,ns,0.18414666666666663,3,5,0.35155050929582177,CS vs CComm-IGHV1-8
IGHV1-8,CS,Sepsis,20,14,0.3478955978562057,0.72791859142051,0.996585362559514,ns,0.1983333333333333,3,6,0.795308620103035,CS vs Sepsis-IGHV1-8
IGHV1-8,CC,CComm,18,12,2.118657234702938,0.03411944496019897,0.17055703889226329,ns,0.21251999999999996,4,5,0.6028947446492882,CC vs CComm-IGHV1-8
IGHV1-8,CC,Sepsis,18,14,-0.05847264127579366,0.9533721542970026,0.996585362559514,ns,0.2267066666666666,4,6,1.3639217545007716,CC vs Sepsis-IGHV1-8
IGHV1-8,CComm,Sepsis,12,14,-2.060035318846085,0.03939516448992509,0.17055703889226329,ns,0.2479866666666666,5,6,2.262288345694874,CComm vs Sepsis-IGHV1-8
IGHV2-26,HV,CM,10,12,0.10478240572784023,0.9165484713816847,0.9444240028753496,ns,0.022959999999999998,1,2,0.8821386612202917,HV vs CM-IGHV2-26
IGHV2-26,HV,CS,10,20,-0.6743001518791674,0.5001205075111634,0.8878898200345592,ns,0.023955555555555553,1,3,1.157992446103529,HV vs CS-IGHV2-26
IGHV2-26,HV,CC,10,18,-0.3927622439655518,0.6944950931972248,0.9295623059198022,ns,0.024951111111111108,1,4,1.0961465626145062,HV vs CC-IGHV2-26
IGHV2-26,HV,CComm,10,12,0.17124885712236596,0.8640280924215556,0.9444240028753496,ns,0.025946666666666663,1,5,0.9847242293559193,HV vs CComm-IGHV2-26
IGHV2-26,HV,Sepsis,10,14,-1.1277256138965004,0.25943581681038363,0.8878898200345592,ns,0.027937777777777777,1,6,1.4690990203306502,HV vs Sepsis-IGHV2-26
IGHV2-26,CM,CS,12,20,-0.8380715767178359,0.4019905051262546,0.8878898200345592,ns,0.029928888888888887,2,3,1.3127102314069758,CM vs CS-IGHV2-26
IGHV2-26,CM,CC,12,18,-0.5360463075551204,0.5919265466897061,0.8878898200345592,ns,0.030924444444444442,2,4,1.2426012040988774,CM vs CC-IGHV2-26
IGHV2-26,CM,CComm,12,12,0.06971060232904987,0.9444240028753496,0.9444240028753496,ns,0.03192,2,5,1.116291885443177,CM vs CComm-IGHV2-26
IGHV2-26,CM,Sepsis,12,14,-1.3009421619828878,0.19327825294746864,0.8878898200345592,ns,0.03391111111111111,2,6,1.6653833290770828,CM vs Sepsis-IGHV2-26
