variable,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif,fold_change,condition
IGHV1-18_IGHJ4,value,HV,CComm,10,12,-0.8301845774870017,0.40643443357593995,0.6916723568465336,ns,1.222698779760748,HV vs CComm-IGHV1-18_IGHJ4
IGHV1-18_IGHJ4,value,HV,Sepsis,10,14,-1.5409216051583017,0.12333586686321396,0.6916723568465336,ns,1.5452541436020455,HV vs Sepsis-IGHV1-18_IGHJ4
IGHV1-18_IGHJ4,value,CM,CS,12,20,-0.9460300267586559,0.3441332713397886,0.6916723568465336,ns,1.2216322660156034,CM vs CS-IGHV1-18_IGHJ4
IGHV1-18_IGHJ4,value,CM,CC,12,18,0.14044186950971066,0.8883108785599245,0.9517616555999191,ns,0.9450665382661406,CM vs CC-IGHV1-18_IGHJ4
IGHV1-18_IGHJ4,value,CM,CComm,12,12,-0.7201318973917611,0.47144378985808144,0.6916723568465336,ns,1.2450486241159342,CM vs CComm-IGHV1-18_IGHJ4
IGHV1-18_IGHJ4,value,CM,Sepsis,12,14,-1.4655161600722422,0.1427801466815267,0.6916723568465336,ns,1.5735000126340486,CM vs Sepsis-IGHV1-18_IGHJ4
IGHV1-18_IGHJ4,value,CS,CC,20,18,1.2243438332695085,0.2208225478954673,0.6916723568465336,ns,0.7736096733499913,CS vs CC-IGHV1-18_IGHJ4
IGHV1-18_IGHJ4,value,CS,CComm,20,12,0.14089808909171528,0.8879504517723152,0.9517616555999191,ns,1.0191680907190706,CS vs CComm-IGHV1-18_IGHJ4
IGHV1-18_IGHJ4,value,CS,Sepsis,20,14,-0.6631626415812936,0.5072263950207914,0.6916723568465336,ns,1.2880308227009052,CS vs Sepsis-IGHV1-18_IGHJ4
IGHV1-18_IGHJ4,value,CC,CComm,18,12,-0.9293068386706372,0.3527300921325255,0.6916723568465336,ns,1.3174190109409158,CC vs CComm-IGHV1-18_IGHJ4
IGHV1-18_IGHJ4,value,CC,Sepsis,18,14,-1.7647636567752478,0.07760349504720572,0.6916723568465336,ns,1.6649621470260272,CC vs Sepsis-IGHV1-18_IGHJ4
IGHV1-18_IGHJ4,value,CComm,Sepsis,12,14,-0.718199972485735,0.47263399492545755,0.6916723568465336,ns,1.2638060732377714,CComm vs Sepsis-IGHV1-18_IGHJ4
IGHV1-18_IGHJ5,value,HV,CM,10,12,-1.6860889733728641,0.09177866350892884,0.17208499407924158,ns,2.9576849286007008,HV vs CM-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,HV,CS,10,20,0.3706900702162243,0.7108683870758989,0.7744773265970735,ns,1.0976505120984033,HV vs CS-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,HV,CC,10,18,-1.4953317048556738,0.13482789460955266,0.2247131576825878,ns,2.5122458914909176,HV vs CC-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,HV,CComm,10,12,0.5412728806566295,0.5883195099597431,0.7353993874496789,ns,0.8317411622031453,HV vs CComm-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,HV,Sepsis,10,14,-2.274389132409446,0.022942600282236332,0.05892266358792273,ns,4.298807057554969,HV vs Sepsis-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,CM,CS,12,20,2.370290766845762,0.017774100952964278,0.05892266358792273,ns,0.37111813414747613,CM vs CS-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,CM,CC,12,18,0.3546584195961424,0.7228455048239353,0.7744773265970735,ns,0.8493960486452073,CM vs CC-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,CM,CComm,12,12,2.3360768205828064,0.019487238137097043,0.05892266358792273,ns,0.281213578282203,CM vs CComm-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,CM,Sepsis,12,14,-0.5585855957822076,0.5764445727551664,0.7353993874496789,ns,1.4534364414497527,CM vs Sepsis-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,CS,CC,20,18,-2.257155733835887,0.023998345323879768,0.05892266358792273,ns,2.2887484347711005,CS vs CC-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,CS,CComm,20,12,0.24152251889660586,0.8091501654365014,0.8091501654365014,ns,0.7577467992185298,CS vs CComm-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,CS,Sepsis,20,14,-3.114375952005754,0.0018433444951763195,0.021418548042505925,*,3.916371386131677,CS vs Sepsis-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,CC,CComm,18,12,2.2043855218001616,0.027497243007697274,0.05892266358792273,ns,0.33107474273130966,CC vs CComm-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,CC,Sepsis,18,14,-0.9875724541027681,0.32336208236974445,0.48504312355461665,ns,1.7111410440017871,CC vs Sepsis-IGHV1-18_IGHJ5
IGHV1-18_IGHJ5,value,CComm,Sepsis,12,14,-2.982847081476988,0.0028558064056674565,0.021418548042505925,*,5.168443324565226,CComm vs Sepsis-IGHV1-18_IGHJ5
IGHV1-18_IGHJ6,value,HV,CM,10,12,-0.43301540889614476,0.6650035755131234,0.8312544693914042,ns,1.2114360252244616,HV vs CM-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,HV,CS,10,20,0.1765970623925079,0.8598249016904806,0.9212409660969435,ns,0.9411186412938942,HV vs CS-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,HV,CC,10,18,-0.04930422851196365,0.9606768497529428,0.9606768497529428,ns,0.775554935100524,HV vs CC-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,HV,CComm,10,12,0.5457716817370941,0.5852228913261586,0.8312544693914042,ns,0.7234781914224087,HV vs CComm-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,HV,Sepsis,10,14,-2.0065899656778483,0.04479334063075489,0.16797502736533082,ns,2.353797339206991,HV vs Sepsis-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,CM,CS,12,20,0.6950650450662653,0.48701453941189804,0.8312544693914042,ns,0.7768620230024268,CM vs CS-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,CM,CC,12,18,0.44531813777341445,0.6560898620674833,0.8312544693914042,ns,0.6401947102050435,CM vs CC-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,CM,CComm,12,12,1.026560561130861,0.3046274329512402,0.7615685823781004,ns,0.5972070966672454,CM vs CComm-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,CM,Sepsis,12,14,-1.6405808499530938,0.10088445286518563,0.30265335859555687,ns,1.9429811316456982,CM vs Sepsis-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,CS,CC,20,18,-0.27037073428674663,0.7868750526100045,0.9079327530115435,ns,0.8240777528689205,CS vs CC-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,CS,CComm,20,12,0.4526645537882017,0.6507903072786805,0.8312544693914042,ns,0.7687428127315986,CS vs CComm-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,CS,Sepsis,20,14,-2.5804608103207967,0.009866855466271224,0.07400141599703418,ns,2.501063347306435,CS vs Sepsis-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,CC,CComm,18,12,0.6792226141796529,0.4969968206568308,0.8312544693914042,ns,0.9328522825125658,CC vs CComm-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,CC,Sepsis,18,14,-2.276877074789839,0.022793567244890355,0.11396783622445178,ns,3.0349846705596715,CC vs Sepsis-IGHV1-18_IGHJ6
IGHV1-18_IGHJ6,value,CComm,Sepsis,12,14,-2.7058930901823763,0.0068120972688894225,0.07400141599703418,ns,3.253446153752418,CComm vs Sepsis-IGHV1-18_IGHJ6
IGHV1-2_IGHJ1,value,HV,CM,10,12,-0.8792513261440685,0.37926502069719614,0.8803245996185768,ns,5.769772560528246,HV vs CM-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,HV,CS,10,20,0.5394480574308781,0.5895777286094931,0.8803245996185768,ns,0.8849536540896458,HV vs CS-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,HV,CC,10,18,-0.779663306694247,0.43558908225999077,0.8803245996185768,ns,4.030148259377146,HV vs CC-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,HV,CComm,10,12,-0.2899407858330305,0.7718615385544851,0.8906094675628674,ns,1.6957889456133621,HV vs CComm-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,HV,Sepsis,10,14,-0.3468523274036619,0.7287022629745847,0.8906094675628674,ns,0.25358740877321695,HV vs Sepsis-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,CM,CS,12,20,1.6031846385088735,0.10889389593320774,0.8395387733774872,ns,0.15337756294654095,CM vs CS-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,CM,CC,12,18,0.18506477866714524,0.8531782269294809,0.9141195288530152,ns,0.6984934357634661,CM vs CC-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,CM,CComm,12,12,0.6180741089981495,0.5365264883071553,0.8803245996185768,ns,0.29390914942028595,CM vs CComm-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,CM,Sepsis,12,14,0.5919259381355103,0.553900183855264,0.8803245996185768,ns,0.043951023391812866,CM vs Sepsis-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,CS,CC,20,18,-1.5895401228701844,0.1119385031169983,0.8395387733774872,ns,4.554078330263487,CS vs CC-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,CS,CComm,20,12,-0.9121567770826351,0.3616861934826979,0.8803245996185768,ns,1.9162460517300477,CS vs CComm-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,CS,Sepsis,20,14,-1.011684970481563,0.3116887038943062,0.8803245996185768,ns,0.28655445129958024,CS vs Sepsis-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,CC,CComm,18,12,0.49200148474924127,0.6227182939276766,0.8803245996185768,ns,0.4207758217499036,CC vs CComm-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,CC,Sepsis,18,14,0.45992316373597913,0.645571373053623,0.8803245996185768,ns,0.06292260047336536,CC vs Sepsis-IGHV1-2_IGHJ1
IGHV1-2_IGHJ1,value,CComm,Sepsis,12,14,-0.04947987718160582,0.960536873237262,0.960536873237262,ns,0.14953948687376017,CComm vs Sepsis-IGHV1-2_IGHJ1
IGHV1-2_IGHJ2,value,HV,CM,10,12,-0.10997154582961595,0.9124319411545616,0.9739115194095914,ns,0.9853448275862069,HV vs CM-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,HV,CS,10,20,0.7037227557844956,0.481605446152306,0.8961743488684306,ns,0.660522739271889,HV vs CS-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,HV,CC,10,18,-0.44945822949761255,0.6531011339268278,0.8961743488684306,ns,14.190517241379311,HV vs CC-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,HV,CComm,10,12,0.3493213808705436,0.7268480486520819,0.8961743488684306,ns,0.930374479889043,HV vs CComm-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,HV,Sepsis,10,14,0.630748778781396,0.5282047993457082,0.8961743488684306,ns,0.8636125080030056,HV vs Sepsis-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,CM,CS,12,20,0.8753637669585962,0.38137600796743276,0.8961743488684306,ns,0.6703467870125908,CM vs CS-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,CM,CC,12,18,-0.3493141931138599,0.7268534442116181,0.8961743488684306,ns,14.401574803149607,CM vs CC-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,CM,CComm,12,12,0.4817104854250922,0.6300116263696687,0.8961743488684306,ns,0.9442120705785564,CM vs CComm-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,CM,Sepsis,12,14,0.7835370016583746,0.43331183396437356,0.8961743488684306,ns,0.8764571384807407,CM vs Sepsis-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,CS,CC,20,18,-1.3845148007504473,0.1662008793007834,0.8961743488684306,ns,21.483767927538544,CS vs CC-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,CS,CComm,20,12,-0.3367950715161323,0.7362713886139272,0.8961743488684306,ns,1.4085426959178098,CS vs CComm-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,CS,Sepsis,20,14,-0.03270288978567803,0.9739115194095914,0.9739115194095914,ns,1.307468246975097,CS vs Sepsis-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,CC,CComm,18,12,0.877001591222033,0.38048577378966786,0.8961743488684306,ns,0.065563112609883345,CC vs CComm-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,CC,Sepsis,18,14,1.2303229561700004,0.2185761912036265,0.8961743488684306,ns,0.06085842350303666,CC vs Sepsis-IGHV1-2_IGHJ2
IGHV1-2_IGHJ2,value,CComm,Sepsis,12,14,0.283642406248603,0.7766844356859732,0.8961743488684306,ns,0.928241828071209,CComm vs Sepsis-IGHV1-2_IGHJ2
IGHV1-2_IGHJ3,value,HV,CM,10,12,-0.42527953261670215,0.6706329121146781,0.954120166130681,ns,1.6074726326788302,HV vs CM-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,HV,CS,10,20,0.37258296169627136,0.7094588558118162,0.954120166130681,ns,0.911028556011462,HV vs CS-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,HV,CC,10,18,-0.42394368230459784,0.6716068858950976,0.954120166130681,ns,1.1144011699588205,HV vs CC-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,HV,CComm,10,12,-0.12838627399749528,0.8978432930249816,0.9619749568124802,ns,1.2282805315071517,HV vs CComm-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,HV,Sepsis,10,14,0.512110208871539,0.6085738800664473,0.954120166130681,ns,0.4270207497727154,HV vs Sepsis-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,CM,CS,12,20,0.8938683636839324,0.3713923263074558,0.954120166130681,ns,0.5667459199558788,CM vs CS-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,CM,CC,12,18,0.039949162171435765,0.9681336566168485,0.9681336566168485,ns,0.6932629192583434,CM vs CC-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,CM,CComm,12,12,0.31138427660189333,0.7555085056325099,0.954120166130681,ns,0.7641066519809047,CM vs CComm-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,CM,Sepsis,12,14,1.001854842956122,0.31641370496085097,0.954120166130681,ns,0.26564729071691345,CM vs Sepsis-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,CS,CC,20,18,-0.9587964804323698,0.33766128261604833,0.954120166130681,ns,1.223234071649451,CS vs CC-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,CS,CComm,20,12,-0.5457301588807171,0.5852514377207894,0.954120166130681,ns,1.3482349410479928,CS vs CComm-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,CS,Sepsis,20,14,0.1943747882681801,0.84588242948189,0.9619749568124802,ns,0.468723781439122,CS vs Sepsis-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,CC,CComm,18,12,0.30115522252313437,0.7632961329045448,0.954120166130681,ns,1.1021888388295025,CC vs CComm-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,CC,Sepsis,18,14,1.0642379656171543,0.28722091220062007,0.954120166130681,ns,0.38318404653908855,CC vs Sepsis-IGHV1-2_IGHJ3
IGHV1-2_IGHJ3,value,CComm,Sepsis,12,14,0.6787161078058914,0.49731775798109445,0.954120166130681,ns,0.34765734603701903,CComm vs Sepsis-IGHV1-2_IGHJ3
IGHV1-2_IGHJ4,value,HV,CM,10,12,0.8846602686363699,0.3763398905828062,0.5645098358742093,ns,0.8214718957193744,HV vs CM-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,HV,CS,10,20,0.6842745150110325,0.4938018365920868,0.6733661408073911,ns,0.7901171628472569,HV vs CS-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,HV,CC,10,18,-0.6006774217820385,0.5480548600637332,0.6850685750796665,ns,1.109876577368413,HV vs CC-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,HV,CComm,10,12,-2.2882378679923057,0.02212367257094073,0.11061836285470364,ns,2.6912370390420444,HV vs CComm-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,HV,Sepsis,10,14,-0.36437465840680955,0.7155782563636092,0.8091963038198848,ns,1.2273040080482616,HV vs Sepsis-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,CM,CS,12,20,-0.311573391889259,0.7553647584716313,0.8091963038198848,ns,0.9618310339824107,CM vs CS-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,CM,CC,12,18,-1.652094497299648,0.09851528854710144,0.2462882213677536,ns,1.3510828345460055,CM vs CC-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,CM,CComm,12,12,-3.3277636400387416,8.754610891083326e-4,0.006565958168312494,**,3.2761157783557415,CM vs CComm-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,CM,Sepsis,12,14,-1.3463578309363153,0.17818714357205645,0.33410089419760586,ns,1.494030428117683,CM vs Sepsis-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,CS,CC,20,18,-1.544904095875743,0.1223694626001055,0.2622202770002261,ns,1.4046987327409455,CS vs CC-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,CS,CComm,20,12,-3.408979464200125,6.520638807889019e-4,0.006565958168312494,**,3.406124009942949,CS vs CComm-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,CS,Sepsis,20,14,-1.1934702102193422,0.23268527223451627,0.38780878705752714,ns,1.5533190085702777,CS vs Sepsis-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,CC,CComm,18,12,-1.9932879260897927,0.046229927751588205,0.1386897832547646,ns,2.424807491138462,CC vs CComm-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,CC,Sepsis,18,14,0.24146298201723082,0.8091963038198848,0.8091963038198848,ns,1.1058022424063372,CC vs Sepsis-IGHV1-2_IGHJ4
IGHV1-2_IGHJ4,value,CComm,Sepsis,12,14,2.107025702927411,0.03511535166623949,0.1316825687483981,ns,0.45603712725547385,CComm vs Sepsis-IGHV1-2_IGHJ4
IGHV1-2_IGHJ5,value,HV,CM,10,12,0.6873203305167024,0.4918808900152202,0.779822471825326,ns,1.1114886116675384,HV vs CM-IGHV1-2_IGHJ5
IGHV1-2_IGHJ5,value,HV,CS,10,20,1.2287117530505616,0.21917989803291138,0.6575396940987341,ns,1.2728159854178478,HV vs CS-IGHV1-2_IGHJ5
IGHV1-2_IGHJ5,value,HV,CC,10,18,0.49038996339186464,0.6238579774602608,0.779822471825326,ns,1.2549242900924535,HV vs CC-IGHV1-2_IGHJ5
