.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif,y.position,xmin,xmax,fold_change,condition
IGKV1-17,CS,CC,20,18,-0.5108182980713694,0.6094782951303982,0.831190705699835,ns,0.056853333333333325,3,4,1.081382822065455,CS vs CC-IGKV1-17
IGKV1-17,CS,CComm,20,12,0.7343393181900073,0.4627419603672308,0.831190705699835,ns,0.05834666666666666,3,5,0.8303873235591688,CS vs CComm-IGKV1-17
IGKV1-17,CS,Sepsis,20,14,0.09733336159522953,0.9224616630488139,0.9224616630488139,ns,0.06133333333333332,3,6,0.9433340490745405,CS vs Sepsis-IGKV1-17
IGKV1-17,CC,CComm,18,12,1.1648237190124335,0.24409035573425714,0.831190705699835,ns,0.06431999999999999,4,5,0.767893947097401,CC vs CComm-IGKV1-17
IGKV1-17,CC,Sepsis,18,14,0.5609083034231565,0.5748600492080065,0.831190705699835,ns,0.06730666666666665,4,6,0.8723405160743727,CC vs Sepsis-IGKV1-17
IGKV1-17,CComm,Sepsis,12,14,-0.5953906688333768,0.5515823614145992,0.831190705699835,ns,0.07178666666666665,5,6,1.1360169192266383,CComm vs Sepsis-IGKV1-17
IGKV1-27,HV,CM,10,12,-0.2564776169097817,0.7975820616731176,0.9547644276096716,ns,0.061560000000000004,1,2,1.0739399112724628,HV vs CM-IGKV1-27
IGKV1-27,HV,CS,10,20,-1.0238706652767358,0.30589636750319454,0.8060098903757598,ns,0.0662888888888889,1,3,1.3300614244573157,HV vs CS-IGKV1-27
IGKV1-27,HV,CC,10,18,-0.43782644355085876,0.6615121003135176,0.9547644276096716,ns,0.07101777777777778,1,4,0.9290036998169787,HV vs CC-IGKV1-27
IGKV1-27,HV,CComm,10,12,-0.35392351999100624,0.7233962000240559,0.9547644276096716,ns,0.07574666666666667,1,5,1.1780299784339325,HV vs CComm-IGKV1-27
IGKV1-27,HV,Sepsis,10,14,0.9895298839426528,0.3224039561503039,0.8060098903757598,ns,0.08520444444444444,1,6,0.7846549113687614,HV vs Sepsis-IGKV1-27
IGKV1-27,CM,CS,12,20,-0.7852321716138435,0.43231745608483646,0.8370695493095475,ns,0.09466222222222223,2,3,1.2384877501026907,CM vs CS-IGKV1-27
IGKV1-27,CM,CC,12,18,-0.16868160726276807,0.8660470867353968,0.9547644276096716,ns,0.09939111111111112,2,4,0.8650425317709297,CM vs CC-IGKV1-27
IGKV1-27,CM,CComm,12,12,-0.10220212536951928,0.9185962407904212,0.9547644276096716,ns,0.10412,2,5,1.0969235485793039,CM vs CComm-IGKV1-27
IGKV1-27,CM,Sepsis,12,14,1.3206004794704704,0.18663461290046052,0.699879798376727,ns,0.11357777777777778,2,6,0.7306320429408935,CM vs Sepsis-IGKV1-27
IGKV1-27,CS,CC,20,18,0.6890336992739399,0.49080206095758533,0.8370695493095475,ns,0.12303555555555556,3,4,0.6984667645676783,CS vs CC-IGKV1-27
IGKV1-27,CS,CComm,20,12,0.670966721728243,0.5022417295857284,0.8370695493095475,ns,0.12776444444444446,3,5,0.8856959210846866,CS vs CComm-IGKV1-27
IGKV1-27,CS,Sepsis,20,14,2.3137053215405476,0.020683891795817935,0.31025837693726904,ns,0.13722222222222225,3,6,0.5899388531540278,CS vs Sepsis-IGKV1-27
IGKV1-27,CC,CComm,18,12,0.056724788283054633,0.9547644276096716,0.9547644276096716,ns,0.14668,4,5,1.2680573593689821,CC vs CComm-IGKV1-27
IGKV1-27,CC,Sepsis,18,14,1.6343149018404841,0.10219274626058122,0.699879798376727,ns,0.1561377777777778,4,6,0.8446197916362924,CC vs Sepsis-IGKV1-27
IGKV1-27,CComm,Sepsis,12,14,1.4266606372985262,0.15367773680380178,0.699879798376727,ns,0.17032444444444444,5,6,0.6660738060434404,CComm vs Sepsis-IGKV1-27
IGKV1-33,HV,CM,10,12,0.7708719538735386,0.4407828324575555,0.7829068403434429,ns,0.11031999999999999,1,2,0.9390030802520429,HV vs CM-IGKV1-33
IGKV1-33,HV,CS,10,20,0.6359418462811368,0.5248143264973255,0.7829068403434429,ns,0.11791111111111109,1,3,0.8445414018996232,HV vs CS-IGKV1-33
IGKV1-33,HV,CC,10,18,0.22339211240352685,0.823230342623275,0.823230342623275,ns,0.1255022222222222,1,4,0.9764004403218685,HV vs CC-IGKV1-33
IGKV1-33,HV,CComm,10,12,1.4723732263570417,0.14092011902862822,0.7829068403434429,ns,0.1330933333333333,1,5,0.81996742596066,HV vs CComm-IGKV1-33
IGKV1-33,HV,Sepsis,10,14,1.0177029309999721,0.3088191539524408,0.7829068403434429,ns,0.14827555555555555,1,6,0.7795094072024379,HV vs Sepsis-IGKV1-33
IGKV1-33,CM,CS,12,20,-0.22940930239505394,0.8185508066806707,0.823230342623275,ns,0.16345777777777776,2,3,0.8994021634869773,CM vs CS-IGKV1-33
IGKV1-33,CM,CC,12,18,-0.6492484565878953,0.5161777956570113,0.7829068403434429,ns,0.17104888888888886,2,4,1.0398266638910145,CM vs CC-IGKV1-33
IGKV1-33,CM,CComm,12,12,0.7357407415833187,0.46188849036437324,0.7829068403434429,ns,0.17863999999999997,2,5,0.8732318809226568,CM vs CComm-IGKV1-33
IGKV1-33,CM,Sepsis,12,14,0.23208409366932722,0.8164726990330892,0.823230342623275,ns,0.1938222222222222,2,6,0.830145740302796,CM vs Sepsis-IGKV1-33
IGKV1-33,CS,CC,20,18,-0.48690525846053373,0.6263254722747543,0.7829068403434429,ns,0.20900444444444444,3,4,1.1561309346417539,CS vs CC-IGKV1-33
IGKV1-33,CS,CComm,20,12,1.0519924583932574,0.29280300972499224,0.7829068403434429,ns,0.21659555555555554,3,5,0.9709025799283622,CS vs CComm-IGKV1-33
IGKV1-33,CS,Sepsis,20,14,0.5024014229288685,0.6153851783240429,0.7829068403434429,ns,0.23177777777777775,3,6,0.9229972686348956,CS vs Sepsis-IGKV1-33
IGKV1-33,CC,CComm,18,12,1.455212057869421,0.14561056376700804,0.7829068403434429,ns,0.24695999999999996,4,5,0.839786005924331,CC vs CComm-IGKV1-33
IGKV1-33,CC,Sepsis,18,14,0.9352141906657866,0.3496779267522094,0.7829068403434429,ns,0.26214222222222217,4,6,0.7983501184672491,CC vs Sepsis-IGKV1-33
IGKV1-33,CComm,Sepsis,12,14,-0.5314301570443862,0.5951207282651544,0.7829068403434429,ns,0.28491555555555553,5,6,0.9506589926900789,CComm vs Sepsis-IGKV1-33
IGKV1-39,HV,CM,10,12,0.534692291886186,0.5928626524623493,0.9025799154997011,ns,0.8248,1,2,0.9196654909955367,HV vs CM-IGKV1-39
IGKV1-39,HV,CS,10,20,0.9719949200307704,0.3310530757902448,0.9025799154997011,ns,0.9044444444444444,1,3,0.6946475022555902,HV vs CS-IGKV1-39
IGKV1-39,HV,CC,10,18,0.2843132103927798,0.7761703632712534,0.9025799154997011,ns,0.9840888888888889,1,4,0.6737327767338878,HV vs CC-IGKV1-39
IGKV1-39,HV,CComm,10,12,1.0023531885796437,0.316173042282623,0.9025799154997011,ns,1.0637333333333334,1,5,0.9103200252814925,HV vs CComm-IGKV1-39
IGKV1-39,HV,Sepsis,10,14,0.4366457231348789,0.6623682977137191,0.9025799154997011,ns,1.2230222222222222,1,6,0.9318007110856656,HV vs Sepsis-IGKV1-39
IGKV1-39,CM,CS,12,20,0.40397401071918154,0.6862318306729563,0.9025799154997011,ns,1.3823111111111113,2,3,0.7553262670578573,CM vs CS-IGKV1-39
IGKV1-39,CM,CC,12,18,-0.31342585381236665,0.7539571445245302,0.9025799154997011,ns,1.4619555555555557,2,4,0.7325846009559116,CM vs CC-IGKV1-39
IGKV1-39,CM,CComm,12,12,0.4904868863952856,0.6237894070841135,0.9025799154997011,ns,1.5416,2,5,0.9898381902925075,CM vs CComm-IGKV1-39
IGKV1-39,CM,Sepsis,12,14,-0.12240293335515097,0.9025799154997011,0.9025799154997011,ns,1.7008888888888891,2,6,1.0131952543712308,CM vs Sepsis-IGKV1-39
IGKV1-39,CS,CC,20,18,-0.8135517033566615,0.41590181534440207,0.9025799154997011,ns,1.860177777777778,3,4,0.9698915990429818,CS vs CC-IGKV1-39
IGKV1-39,CS,CComm,20,12,0.1444069993068562,0.8851790900945187,0.9025799154997011,ns,1.9398222222222226,3,5,1.3104776484844354,CS vs CComm-IGKV1-39
IGKV1-39,CS,Sepsis,20,14,-0.5614995263936948,0.5744570530843052,0.9025799154997011,ns,2.099111111111111,3,6,1.341400794014252,CS vs Sepsis-IGKV1-39
IGKV1-39,CC,CComm,18,12,0.85072731749071,0.3949208447093074,0.9025799154997011,ns,2.2584,4,5,1.3511588818559919,CC vs CComm-IGKV1-39
IGKV1-39,CC,Sepsis,18,14,0.19265942436768033,0.8472257027048519,0.9025799154997011,ns,2.417688888888889,4,6,1.383041976379472,CC vs Sepsis-IGKV1-39
IGKV1-39,CComm,Sepsis,12,14,-0.6314052304755822,0.5277755969236759,0.9025799154997011,ns,2.6566222222222224,5,6,1.0235968507861077,CComm vs Sepsis-IGKV1-39
IGKV1-5,HV,CM,10,12,-0.9399984023538496,0.34721838017861695,0.5208275702679255,ns,0.18836,1,2,1.1525294285199952,HV vs CM-IGKV1-5
IGKV1-5,HV,CS,10,20,-1.959500397296074,0.05005421340153507,0.32100662849959505,ns,0.2011777777777778,1,3,1.3074442886945226,HV vs CS-IGKV1-5
IGKV1-5,HV,CC,10,18,-1.1079189389115478,0.267896825579905,0.5208275702679255,ns,0.21399555555555555,1,4,1.0923225893000181,HV vs CC-IGKV1-5
IGKV1-5,HV,CComm,10,12,-0.745139695398242,0.4561872742085363,0.6220735557389131,ns,0.22681333333333334,1,5,1.0778520815015293,HV vs CComm-IGKV1-5
IGKV1-5,HV,Sepsis,10,14,0.5375164123400885,0.5909109511799168,0.7386386889748959,ns,0.2524488888888889,1,6,0.8711285380536937,HV vs Sepsis-IGKV1-5
IGKV1-5,CM,CS,12,20,-0.976118197846347,0.3290058943202651,0.5208275702679255,ns,0.27808444444444447,2,3,1.1344129324085537,CM vs CS-IGKV1-5
IGKV1-5,CM,CC,12,18,-0.09253525207793724,0.9262727842532247,0.9262727842532247,ns,0.29090222222222223,2,4,0.9477611263277754,CM vs CC-IGKV1-5
IGKV1-5,CM,CComm,12,12,0.2043695359980359,0.8380647345215498,0.897926501273089,ns,0.30372,2,5,0.9352056917849275,CM vs CComm-IGKV1-5
IGKV1-5,CM,Sepsis,12,14,1.5888143131544885,0.11210232085343204,0.42038370320037016,ns,0.3293555555555556,2,6,0.7558406028489367,CM vs Sepsis-IGKV1-5
IGKV1-5,CS,CC,20,18,0.9909169316137107,0.32172614396498017,0.5208275702679255,ns,0.35499111111111115,3,4,0.8354639648857983,CS vs CC-IGKV1-5
IGKV1-5,CS,CComm,20,12,1.2046102853571963,0.22835378423405941,0.5208275702679255,ns,0.36780888888888896,3,5,0.8243961833186484,CS vs CComm-IGKV1-5
IGKV1-5,CS,Sepsis,20,14,2.8165275951122313,0.00485458723774619,0.07281880856619286,ns,0.3934444444444445,3,6,0.6662834857181653,CS vs Sepsis-IGKV1-5
IGKV1-5,CC,CComm,18,12,0.3164108619439139,0.751690673520977,0.8673353925242041,ns,0.41908,4,5,0.9867525326856403,CC vs CComm-IGKV1-5
IGKV1-5,CC,Sepsis,18,14,1.850779192421002,0.06420132569991902,0.32100662849959505,ns,0.44471555555555564,4,6,0.7975011654862234,CC vs Sepsis-IGKV1-5
IGKV1-5,CComm,Sepsis,12,14,1.376730022687642,0.1685957329210191,0.5057871987630573,ns,0.483168888888889,5,6,0.8082078728652135,CComm vs Sepsis-IGKV1-5
IGKV1-6,HV,CM,10,12,0.411022903994973,0.6810557401458825,0.9287123729262035,ns,0.018959999999999998,1,2,0.9487165363587582,HV vs CM-IGKV1-6
IGKV1-6,HV,CS,10,20,0.6213086046386186,0.534396593273229,0.890660988788715,ns,0.019955555555555553,1,3,0.9464164492753634,HV vs CS-IGKV1-6
IGKV1-6,HV,CC,10,18,-0.145877917666141,0.8840177642377238,0.9471618902547041,ns,0.020951111111111108,1,4,1.2408032483326579,HV vs CC-IGKV1-6
IGKV1-6,HV,CComm,10,12,0.42683147722554865,0.6695020778478766,0.9287123729262035,ns,0.021946666666666663,1,5,1.0223256216601606,HV vs CComm-IGKV1-6
IGKV1-6,HV,Sepsis,10,14,1.3172034323155886,0.1877704437267781,0.890660988788715,ns,0.023937777777777773,1,6,0.6417955957425447,HV vs Sepsis-IGKV1-6
IGKV1-6,CM,CS,12,20,0.17703021468767483,0.8594846565036345,0.9471618902547041,ns,0.025928888888888883,2,3,0.9975755802758296,CM vs CS-IGKV1-6
IGKV1-6,CM,CC,12,18,-0.6266120410004477,0.5309135734942998,0.890660988788715,ns,0.02692444444444444,2,4,1.3078756412267771,CM vs CC-IGKV1-6
IGKV1-6,CM,CComm,12,12,0.016580171481173543,0.9867715432508776,0.9867715432508776,ns,0.027919999999999993,2,5,1.0775880702827414,CM vs CComm-IGKV1-6
IGKV1-6,CM,Sepsis,12,14,0.938959115633557,0.3477517357866424,0.890660988788715,ns,0.029911111111111104,2,6,0.6764882566565162,CM vs Sepsis-IGKV1-6
IGKV1-6,CS,CC,20,18,-0.9177380909485261,0.3587560006298069,0.890660988788715,ns,0.03190222222222222,3,4,1.311054186856849,CS vs CC-IGKV1-6
IGKV1-6,CS,CComm,20,12,-0.15849301943242114,0.8740683208287802,0.9471618902547041,ns,0.032897777777777776,3,5,1.08020694530713,CS vs CComm-IGKV1-6
IGKV1-6,CS,Sepsis,20,14,0.8745249843090401,0.38183242020196495,0.890660988788715,ns,0.034888888888888886,3,6,0.6781323340628158,CS vs Sepsis-IGKV1-6
IGKV1-6,CC,CComm,18,12,0.6447747088555329,0.5190731938442652,0.890660988788715,ns,0.036879999999999996,4,5,0.8239224252788837,CC vs CComm-IGKV1-6
IGKV1-6,CC,Sepsis,18,14,1.6919093551292888,0.090663257995927,0.890660988788715,ns,0.038871111111111106,4,6,0.5172420338236252,CC vs Sepsis-IGKV1-6
IGKV1-6,CComm,Sepsis,12,14,0.9217530585407957,0.3566573976860936,0.890660988788715,ns,0.04185777777777777,5,6,0.62778001660599,CComm vs Sepsis-IGKV1-6
IGKV1-8,HV,CM,10,12,0.5012609645113738,0.6161874737603519,0.9709474125760392,ns,0.04516,1,2,0.887484206974939,HV vs CM-IGKV1-8
IGKV1-8,HV,CS,10,20,-0.624082841841039,0.5325731815918008,0.9709474125760392,ns,0.0474,1,3,1.2685213333845982,HV vs CS-IGKV1-8
IGKV1-8,HV,CC,10,18,-0.42777109168808636,0.6688177856143827,0.9709474125760392,ns,0.04964,1,4,1.1700506570238562,HV vs CC-IGKV1-8
IGKV1-8,HV,CComm,10,12,-0.13117109351699485,0.8956399623843843,0.9709474125760392,ns,0.051879999999999996,1,5,1.0184044354286292,HV vs CComm-IGKV1-8
IGKV1-8,HV,Sepsis,10,14,-0.10104481611424913,0.9195148840919014,0.9709474125760392,ns,0.05635999999999999,1,6,0.9739921146833902,HV vs Sepsis-IGKV1-8
IGKV1-8,CM,CS,12,20,-1.2497203961640655,0.21140170395326321,0.9709474125760392,ns,0.06083999999999999,2,3,1.4293452474027168,CM vs CS-IGKV1-8
IGKV1-8,CM,CC,12,18,-1.0286153732476466,0.30366045099337474,0.9709474125760392,ns,0.06308,2,4,1.3183903981931888,CM vs CC-IGKV1-8
IGKV1-8,CM,CComm,12,12,-0.6633003383266117,0.5071382199382966,0.9709474125760392,ns,0.06531999999999999,2,5,1.1475183754536236,CM vs CComm-IGKV1-8
IGKV1-8,CM,Sepsis,12,14,-0.6519192232007144,0.5144532832262709,0.9709474125760392,ns,0.06979999999999999,2,6,1.097475433397649,CM vs Sepsis-IGKV1-8
IGKV1-8,CS,CC,20,18,0.22466171616906763,0.8222424493296254,0.9709474125760392,ns,0.07427999999999998,3,4,0.92237365366335,CS vs CC-IGKV1-8
IGKV1-8,CS,CComm,20,12,0.508128073165609,0.6113635287679102,0.9709474125760392,ns,0.07651999999999999,3,5,0.8028279924243602,CS vs CComm-IGKV1-8
IGKV1-8,CS,Sepsis,20,14,0.5735701667936076,0.5662587046648833,0.9709474125760392,ns,0.08099999999999999,3,6,0.7678168975563372,CS vs Sepsis-IGKV1-8
IGKV1-8,CC,CComm,18,12,0.3020062578430592,0.7626472924976879,0.9709474125760392,ns,0.08547999999999999,4,5,0.8703934563132893,CC vs CComm-IGKV1-8
IGKV1-8,CC,Sepsis,18,14,0.35605237140955287,0.7218013449719548,0.9709474125760392,ns,0.08995999999999998,4,6,0.8324358512483887,CC vs Sepsis-IGKV1-8
IGKV1-8,CComm,Sepsis,12,14,0.03642006833523511,0.9709474125760392,0.9709474125760392,ns,0.09667999999999999,5,6,0.956390291322183,CComm vs Sepsis-IGKV1-8
IGKV1-9,HV,CM,10,12,-1.7839733712903096,0.07442799224544112,0.3889555927778011,ns,0.03592,1,2,1.5707315257707368,HV vs CM-IGKV1-9
IGKV1-9,HV,CS,10,20,-1.0219170406118752,0.3068201664575854,0.5877383682964891,ns,0.03791111111111111,1,3,1.1923116634336237,HV vs CS-IGKV1-9
IGKV1-9,HV,CC,10,18,-1.534469817890661,0.12491411293849602,0.3889555927778011,ns,0.03990222222222222,1,4,1.3238764818358872,HV vs CC-IGKV1-9
IGKV1-9,HV,CComm,10,12,-0.7933104147801683,0.42759699041322763,0.6413954856198414,ns,0.04189333333333334,1,5,1.2274718367046138,HV vs CComm-IGKV1-9
IGKV1-9,HV,Sepsis,10,14,-2.260317504046203,0.023801552377595705,0.3570232856639356,ns,0.04587555555555556,1,6,1.8447019037131487,HV vs Sepsis-IGKV1-9
IGKV1-9,CM,CS,12,20,1.0079875001112326,0.31346046309146086,0.5877383682964891,ns,0.04985777777777778,2,3,0.7590804945794747,CM vs CS-IGKV1-9
IGKV1-9,CM,CC,12,18,0.4256991452372625,0.6703270849851157,0.7182075910554812,ns,0.05184888888888889,2,4,0.8428407147340338,CM vs CC-IGKV1-9
IGKV1-9,CM,CComm,12,12,1.0390160743422385,0.29879726051886446,0.5877383682964891,ns,0.05384,2,5,0.7814650795286673,CM vs CComm-IGKV1-9
IGKV1-9,CM,Sepsis,12,14,-0.4372382186074695,0.6619385953789085,0.7182075910554812,ns,0.057822222222222226,2,6,1.1744221551852907,CM vs Sepsis-IGKV1-9
